bc_wells	mread_count
87_87_71	6375
87_87_75	2833
87_87_76	2687
87_87_77	2113
87_87_82	2248
87_88_36	2341
87_88_38	4355
87_88_43	1597
87_88_47	1345
87_89_23	615
87_89_56	723
87_89_67	650
87_89_81	587
87_89_83	659
87_89_84	3488
87_89_89	1867
87_89_91	283
87_90_08	1659
87_90_09	1884
87_90_13	1563
87_90_25	3115
87_90_32	1233
87_90_54	1023
87_90_66	827
87_90_93	1784
87_91_02	1182
87_91_08	617
87_91_15	278
87_91_38	1275
87_91_43	1084
87_91_45	2805
87_91_76	2318
87_91_85	4487
87_91_91	954
87_92_01	916
87_92_10	1208
87_92_21	357
87_92_38	128
87_92_51	68
87_92_73	559
87_92_90	1604
87_92_92	1137
87_92_94	1150
87_92_96	1632
87_93_59	1804
87_93_64	398
87_94_05	248
87_94_12	544
87_94_16	1919
87_94_17	2318
87_94_33	652
87_94_42	35
87_94_47	1108
87_94_49	735
87_94_66	3675
87_94_68	1048
87_94_72	936
87_94_80	874
87_94_82	1592
87_94_86	604
87_94_87	1172
87_95_77	1867
87_95_79	784
87_95_80	464
87_96_32	1133
87_96_60	555
88_01_62	6374
88_01_66	4378
88_02_18	547
88_02_24	136
88_02_25	0
88_02_40	677
88_02_41	0
88_02_53	0
88_02_65	2232
88_02_73	466
88_02_94	0
88_03_07	272
88_03_22	372
88_03_33	331
88_03_40	458
88_03_51	0
88_03_74	186
88_03_75	2488
88_03_81	645
88_04_06	1405
88_04_24	4655
88_04_34	3164
88_04_41	730
88_05_02	4395
88_05_18	642
88_05_64	128
88_05_81	0
88_05_95	2409
88_06_25	2255
88_06_31	0
88_06_48	1407
88_06_53	1341
88_06_54	1183
88_06_74	2258
88_06_80	347
88_06_94	1399
88_07_14	4706
88_07_64	1145
88_07_85	2826
88_08_11	642
88_08_43	1955
88_08_51	33
88_08_61	1282
88_08_78	1725
88_09_10	269
88_09_13	1404
88_09_18	263
88_09_38	576
88_10_06	408
88_10_09	506
88_10_22	160
88_10_47	1304
88_10_49	721
88_10_61	644
88_10_69	2898
88_10_83	1074
88_11_44	2561
88_11_47	4325
88_11_52	0
88_11_54	0
88_11_77	2343
88_11_96	2625
88_12_01	1174
88_12_07	1456
88_12_20	1043
88_12_25	1310
88_12_45	268
88_12_50	728
88_12_67	706
88_12_73	1751
88_12_86	4366
88_13_54	6962
88_13_71	7818
88_13_82	0
88_13_84	803
88_13_92	2331
88_13_96	2404
88_14_12	1640
88_14_73	4075
88_14_77	28569
88_14_90	1209
88_15_19	1095
88_15_22	2228
88_15_55	1089
88_15_58	7948
88_15_71	346
88_15_95	4220
88_16_20	1611
88_16_22	323
88_16_49	2169
88_16_60	270
88_16_92	1121
88_16_95	905
88_17_07	0
88_17_12	0
88_17_19	475
88_17_24	2277
88_17_49	2468
88_17_58	2355
88_17_79	801
88_17_95	461
88_18_18	18047
88_18_53	6210
88_18_85	2168
88_19_29	4983
88_19_66	595
88_19_83	765
88_20_02	1696
88_20_13	537
88_20_32	2216
88_20_43	7165
88_20_50	37
88_20_55	0
88_20_61	854
88_20_70	399
88_21_19	997
88_21_30	5381
88_21_93	2326
88_22_02	394
88_22_16	53
88_22_31	1082
88_22_41	1932
88_22_51	2613
88_22_61	1004
88_22_62	545
88_23_17	831
88_23_33	4419
88_23_87	8202
88_23_91	528
88_24_15	0
88_24_54	3034
88_24_55	158
88_24_56	354
88_24_66	2158
88_24_67	1515
88_25_29	1648
88_25_87	838
88_25_91	0
88_26_26	648
88_26_35	1627
88_26_39	457
88_26_71	1948
88_26_95	1433
88_27_61	3790
88_27_92	1930
88_28_01	2034
88_28_02	1214
88_28_10	3447
88_28_27	3565
88_28_31	1681
88_28_32	8799
88_28_39	4840
88_28_51	2028
88_28_78	4036
88_29_17	0
88_29_40	1280
88_29_49	1935
88_29_66	919
88_30_32	1559
88_30_33	1753
88_30_38	729
88_30_49	202
88_30_70	1806
88_31_04	2524
88_31_07	0
88_31_11	1538
88_31_12	0
88_31_15	4430
88_31_18	3421
88_31_28	4404
88_31_29	1883
88_31_30	0
88_31_37	5093
88_31_49	592
88_31_70	2217
88_31_83	1506
88_31_84	1377
88_31_95	161
88_32_04	3232
88_32_78	2261
88_33_01	1506
88_33_13	2091
88_33_29	2094
88_33_33	708
88_33_34	2207
88_33_51	1607
88_33_72	3683
88_33_76	1845
88_34_12	10216
88_34_13	2229
88_34_20	2145
88_34_25	7881
88_34_34	763
88_34_45	1243
88_34_81	2670
88_35_11	3239
88_35_70	0
88_35_85	0
88_35_86	1491
88_36_03	2055
88_36_06	414
88_36_15	7910
88_36_24	2756
88_36_47	1788
88_37_06	2268
88_37_07	1177
88_37_26	326
88_37_53	7556
88_37_89	134
88_37_94	1788
88_37_95	0
88_38_27	2240
88_38_32	777
88_38_33	1275
88_38_36	705
88_38_48	1553
88_38_65	1826
88_38_68	1704
88_38_92	1094
88_39_23	950
88_39_39	0
88_39_45	7110
88_39_50	3046
88_39_56	4766
88_39_60	818
88_39_70	635
88_39_73	4944
88_40_21	1090
88_40_31	0
88_40_60	5927
88_41_09	2885
88_41_22	1106
88_41_33	776
88_41_44	2717
88_41_52	5753
88_41_55	546
88_41_65	279
88_41_68	1406
88_41_79	2065
88_42_22	2132
88_42_24	598
88_42_29	543
88_42_89	1343
88_44_67	1994
88_44_88	553
88_45_11	2962
88_45_13	1047
88_45_43	1036
88_45_47	1317
88_45_49	1151
88_45_82	2213
88_45_84	1685
88_46_15	2018
88_46_25	581
88_46_28	1895
88_46_62	677
88_46_74	973
88_46_90	2359
88_46_95	1359
88_47_18	3724
88_47_39	4136
88_47_46	988
88_47_70	524
88_48_18	1094
88_48_24	1594
88_48_30	3400
88_48_46	1577
88_48_75	3750
88_48_80	3260
88_48_88	1358
88_48_94	2836
88_49_31	0
88_49_36	12055
88_49_37	437
88_49_47	573
88_49_59	1403
88_49_86	2325
88_49_89	1438
88_50_05	647
88_50_23	751
88_50_35	4458
88_50_73	2430
88_50_86	950
88_50_93	441
88_51_01	462
88_51_16	0
88_51_20	1193
88_51_25	1435
88_51_53	461
88_51_61	212
88_52_27	4085
88_52_46	2099
88_53_10	4338
88_53_68	1666
88_54_08	538
88_54_26	685
88_54_27	3131
88_54_50	829
88_54_81	927
88_54_86	3271
88_55_01	0
88_55_09	461
88_55_12	3283
88_55_22	2870
88_55_43	1245
88_55_58	1587
88_55_65	1137
88_55_79	734
88_55_80	0
88_56_59	404
88_56_61	2770
88_56_77	4221
88_57_32	1147
88_58_56	3094
88_58_78	0
88_59_04	1252
88_59_39	2866
88_59_40	19670
88_59_74	2029
88_60_05	105
88_60_27	1805
88_60_59	563
88_60_87	541
88_61_39	2449
88_61_64	3276
88_61_83	0
88_62_16	902
88_62_48	4729
88_62_69	761
88_63_45	3439
88_63_49	3300
88_63_50	2345
88_63_75	1280
88_63_84	1997
88_63_87	7719
88_64_46	0
88_64_57	1307
88_64_94	327
88_65_02	1611
88_65_33	3433
88_65_36	18357
88_65_47	4674
88_65_48	1137
88_65_71	2738
88_65_76	5771
88_65_81	7468
88_65_83	6437
88_65_84	2332
88_65_87	4192
88_65_88	2776
88_65_92	2685
88_66_45	3081
88_67_03	1282
88_67_17	341
88_67_41	0
88_67_48	1958
88_67_92	1080
88_68_01	2503
88_68_45	986
88_68_73	7921
88_68_89	2381
88_68_94	1174
88_69_09	3527
88_69_36	4669
88_69_63	3506
88_69_71	2420
88_69_95	1978
88_70_11	796
88_70_12	4693
88_70_13	1453
88_70_23	0
88_70_42	4692
88_70_62	418
88_70_69	1755
88_71_17	827
88_71_43	266
88_71_57	0
88_71_88	2661
88_71_92	0
88_71_96	222
88_72_01	1457
88_72_19	0
88_72_42	1203
88_72_69	13925
88_72_70	2623
88_72_92	2286
88_73_14	1631
88_73_41	1539
88_73_54	3223
88_74_13	0
88_74_24	2731
88_74_25	0
88_74_92	1484
88_75_25	1151
88_75_30	0
88_75_41	2074
88_75_50	1251
88_75_70	0
88_75_82	0
88_75_85	871
88_76_10	2272
88_76_12	1360
88_76_20	504
88_76_25	1542
88_76_34	3296
88_76_70	1684
88_76_81	1474
88_77_08	1649
88_77_31	1104
88_77_60	1254
88_77_67	575
88_77_89	1472
88_78_07	1691
88_78_12	0
88_78_59	1327
88_78_62	1307
88_78_90	0
88_79_21	7862
88_79_26	844
88_79_41	553
88_79_42	2745
88_79_55	6890
88_79_58	1663
88_79_65	2324
88_79_80	1499
88_80_01	994
88_80_22	1548
88_80_45	1555
88_80_89	3235
88_80_93	1166
88_80_95	0
88_80_96	1346
88_81_04	3354
88_81_23	2345
88_81_35	1442
88_81_64	2624
88_81_85	114
88_82_24	979
88_82_54	1000
88_83_03	517
88_83_09	1486
88_83_14	769
88_83_17	1007
88_83_38	343
88_83_40	0
88_83_52	352
88_83_70	0
88_84_21	975
88_84_32	0
88_84_53	2132
88_84_57	0
88_85_02	661
88_85_05	7769
88_85_11	0
88_85_35	0
88_85_48	1544
88_85_84	4104
88_85_92	124
88_85_95	2179
88_86_17	985
88_86_27	2546
88_86_28	0
88_86_29	935
88_86_39	79
88_86_43	5126
88_86_67	6349
88_87_01	178
88_87_50	2074
88_87_66	0
88_87_69	163
88_87_73	1308
88_87_86	2337
88_87_89	4128
88_87_94	1947
88_88_02	4717
88_88_21	655
88_88_56	3907
88_88_63	1396
88_88_92	2172
88_89_03	722
88_89_17	628
88_89_22	486
88_89_39	246
88_89_43	365
88_89_56	2148
88_89_62	2119
88_89_63	197
88_89_66	3788
88_89_67	1392
88_89_73	56
88_89_77	603
88_89_96	3078
88_90_30	8815
88_90_33	933
88_90_59	175
88_90_83	1576
88_91_02	290
88_91_22	2533
88_91_28	0
88_91_33	740
88_91_48	2540
88_91_85	1692
88_91_88	2842
88_92_05	384
88_92_22	3081
88_92_43	1047
88_92_52	721
88_92_59	1453
88_92_61	1291
88_92_71	2828
88_93_02	1021
88_93_25	2860
88_93_31	1463
88_93_35	3078
88_93_47	1812
88_93_70	0
88_93_71	1403
88_94_06	693
88_94_17	2428
88_94_28	6248
88_94_35	9628
88_94_39	1480
88_94_49	0
88_94_52	51
88_94_55	1508
88_94_66	308
88_94_75	822
88_94_83	5367
88_94_95	157
88_95_53	0
88_95_61	1745
88_95_94	1904
89_01_18	1429
89_01_25	0
89_01_63	0
89_01_67	3151
89_01_79	1970
89_01_83	688
89_01_93	8635
89_02_13	3217
89_02_15	492
89_02_45	6078
89_02_67	2293
89_02_79	1345
89_03_02	440
89_03_24	0
89_03_25	191
89_03_32	509
89_03_35	642
89_03_64	597
89_03_94	0
89_04_02	902
89_04_06	2146
89_04_14	2367
89_04_18	620
89_04_34	1484
89_04_81	735
89_04_91	2907
89_05_02	1287
89_05_05	686
89_05_33	173
89_06_02	451
89_06_50	1872
89_06_68	152
89_06_76	3250
89_06_78	1102
89_06_79	1398
89_06_83	1965
89_06_91	938
89_07_14	953
89_07_25	1605
89_07_26	3308
89_07_34	1768
89_07_41	2275
89_07_49	3151
89_07_73	546
89_08_52	2015
89_08_67	455
89_08_86	2037
89_09_01	765
89_09_51	1635
89_09_63	3049
89_09_67	184
89_10_23	4530
89_10_25	657
89_10_35	1241
89_10_37	376
89_10_46	0
89_10_56	1124
89_10_57	1430
89_10_65	0
89_10_81	1523
89_11_03	778
89_11_55	344
89_11_66	687
89_11_80	3055
89_12_52	1099
89_12_53	2110
89_12_55	811
89_12_69	514
89_12_75	478
89_12_91	2384
89_12_94	0
89_13_01	253
89_13_48	808
89_13_89	1790
89_14_02	1861
89_14_12	1446
89_14_19	1291
89_14_40	0
89_14_53	12220
89_14_78	1032
89_14_90	4610
89_14_93	3058
89_15_07	2508
89_15_42	1476
89_15_48	603
89_16_06	438
89_16_07	1135
89_16_32	3553
89_16_38	276
89_16_51	665
89_16_53	235
89_16_66	4031
89_16_73	1945
89_16_82	984
89_16_84	2050
89_16_86	1402
89_17_06	1837
89_17_21	1320
89_17_31	381
89_17_45	492
89_17_51	1365
89_17_53	901
89_17_54	638
89_17_64	3416
89_17_65	65
89_17_66	2249
89_17_83	641
89_18_11	6625
89_18_12	1743
89_18_15	3114
89_18_20	1205
89_18_21	1409
89_18_25	0
89_18_29	32729
89_18_38	1068
89_18_48	6196
89_18_50	1492
89_18_61	194
89_18_75	4829
89_18_88	1530
89_19_04	1149
89_19_21	3820
89_19_34	1646
89_19_66	488
89_19_78	5961
89_20_58	4697
89_20_69	630
89_20_74	0
89_20_85	552
89_21_07	0
89_21_36	833
89_21_68	1076
89_21_84	344
89_22_06	2476
89_22_34	818
89_22_79	468
89_22_80	1149
89_23_03	1216
89_23_13	452
89_23_18	477
89_23_44	317
89_23_67	1336
89_23_86	2248
89_23_91	1003
89_24_55	463
89_24_78	2701
89_25_10	1533
89_25_25	890
89_25_37	1970
89_25_49	899
89_25_51	3778
89_25_53	733
89_25_58	1363
89_25_88	6633
89_26_08	950
89_26_15	2654
89_26_61	1401
89_26_90	725
89_27_01	917
89_27_30	1026
89_27_37	14795
89_27_41	1018
89_27_65	1085
89_27_89	2143
89_27_95	2182
89_28_02	726
89_28_34	1223
89_28_37	716
89_28_75	1681
89_28_80	5006
89_28_92	2172
89_29_29	1466
89_29_31	3874
89_29_38	2541
89_29_41	1114
89_29_46	2225
89_29_49	2624
89_29_52	1012
89_29_56	971
89_29_58	4607
89_29_61	986
89_30_12	1851
89_30_19	829
89_30_23	2006
89_30_33	1034
89_30_53	918
89_30_65	6597
89_30_82	683
89_31_15	544
89_31_47	2998
89_31_56	711
89_31_61	1123
89_32_06	280
89_32_15	2144
89_32_18	546
89_32_22	996
89_32_33	522
89_32_34	848
89_32_42	127
89_32_73	521
89_32_77	2009
89_32_92	632
89_32_93	0
89_33_01	0
89_33_29	4718
89_33_43	5489
89_33_44	5341
89_33_57	0
89_33_58	884
89_33_73	5186
89_34_01	1289
89_34_12	999
89_34_16	2396
89_34_35	378
89_34_44	1669
89_34_46	0
89_34_49	269
89_34_86	953
89_34_87	3628
89_34_88	1567
89_35_51	2562
89_35_54	892
89_35_76	1481
89_35_88	1080
89_36_06	0
89_36_12	6506
89_36_28	1807
89_36_38	0
89_36_48	2094
89_36_51	1644
89_36_55	0
89_36_68	2143
89_36_88	1432
89_36_92	0
89_37_03	822
89_37_22	961
89_37_29	2127
89_37_40	2645
89_37_43	813
89_37_54	3892
89_37_94	0
89_38_30	1292
89_38_44	787
89_38_46	1328
89_38_76	2303
89_38_93	711
89_39_05	3739
89_39_16	1298
89_39_24	1692
89_39_26	1530
89_39_31	838
89_39_67	1185
89_39_87	3799
89_40_04	551
89_40_11	2239
89_40_35	13230
89_40_63	1775
89_40_76	4912
89_40_90	2277
89_40_95	3369
89_41_44	767
89_41_49	644
89_41_60	1082
89_41_81	952
89_41_90	46
89_41_93	20
89_42_39	2591
89_42_74	2526
89_42_79	1579
89_43_19	99
89_43_20	1730
89_43_49	175
89_43_87	183
89_44_16	1290
89_44_40	1995
89_44_49	546
89_44_52	1556
89_44_66	683
89_44_67	0
89_44_92	0
89_45_12	1400
89_45_13	2091
89_45_32	843
89_45_46	1644
89_45_72	0
89_45_78	871
89_45_80	0
89_46_07	1711
89_46_37	796
89_46_55	1098
89_46_70	2861
89_46_75	0
89_46_77	0
89_46_78	2262
89_47_20	1242
89_47_21	1405
89_47_28	1440
89_47_46	213
89_47_74	4479
89_47_80	2368
89_47_90	3038
89_47_95	77
89_47_96	374
89_48_21	0
89_48_31	1823
89_48_33	0
89_48_46	2582
89_49_01	574
89_49_14	1994
89_49_34	0
89_49_40	6132
89_49_51	191
89_49_84	305
89_49_87	1506
89_50_08	1502
89_50_56	7022
89_50_78	8115
89_50_80	1957
89_50_96	1625
89_51_06	1257
89_51_09	1115
89_51_31	2014
89_51_94	4469
89_52_10	820
89_52_24	3742
89_52_32	714
89_52_47	652
89_52_49	1271
89_52_53	1367
89_52_54	1038
89_52_68	9145
89_53_05	6036
89_53_07	1170
89_53_12	2792
89_53_13	0
89_53_32	1160
89_53_38	1082
89_53_55	3281
89_53_84	0
89_54_05	432
89_54_13	1617
89_54_50	1529
89_54_55	0
89_54_59	3257
89_54_65	723
89_54_72	655
89_54_80	3837
89_54_91	3046
89_55_49	254
89_55_54	1600
89_55_55	82
89_56_15	31
89_56_27	2744
89_56_29	2090
89_56_36	3467
89_56_55	2613
89_56_78	7026
89_56_79	2403
89_56_85	2586
89_57_01	2304
89_57_03	683
89_57_50	6123
89_57_56	9022
89_57_66	1193
89_58_17	2660
89_58_49	948
89_58_56	136
89_59_13	0
89_59_15	6317
89_59_78	850
89_59_89	2952
89_60_08	3055
89_60_16	209
89_60_17	2230
89_60_24	1208
89_60_26	600
89_60_27	1257
89_60_33	1327
89_60_38	67
89_60_75	2811
89_60_83	330
89_61_03	1091
89_61_46	8594
89_61_52	3206
89_61_54	847
89_61_55	5257
89_61_73	1583
89_62_03	2382
89_62_13	15439
89_62_16	4757
89_62_35	1909
89_62_42	0
89_62_93	1788
89_63_08	1247
89_63_28	2268
89_63_36	1553
89_63_49	2628
89_64_16	7999
89_64_17	459
89_64_65	270
89_64_78	794
89_64_87	50
89_65_21	539
89_65_38	3845
89_65_43	830
89_65_75	1189
89_65_96	1435
89_66_13	527
89_66_36	2793
89_66_64	536
89_66_66	472
89_67_01	1688
89_67_68	375
89_67_89	1396
89_68_44	781
89_68_60	4978
89_68_85	0
89_69_07	4386
89_69_13	3838
89_69_18	2392
89_69_37	1465
89_69_40	6372
89_69_90	479
89_70_03	0
89_70_14	1638
89_70_37	1094
89_70_40	0
89_70_45	970
89_70_56	1016
89_70_69	1566
89_70_83	1073
89_71_04	1257
89_71_33	536
89_71_34	308
89_71_45	1807
89_71_47	1259
89_71_95	1581
89_72_20	45
89_72_24	1451
89_72_29	1939
89_72_39	9469
89_72_48	2448
89_72_60	495
89_72_82	1410
89_72_83	797
89_72_84	811
89_72_89	3281
89_73_19	2366
89_73_38	1622
89_73_40	0
89_73_45	1328
89_73_49	926
89_73_65	1938
89_73_73	1444
89_73_87	1093
89_74_01	1216
89_74_40	0
89_74_49	87
89_74_52	5284
89_74_56	605
89_74_74	1378
89_74_85	0
89_74_95	1689
89_74_96	603
89_75_81	573
89_75_90	1078
89_76_03	3322
89_76_10	0
89_76_33	697
89_76_54	1962
89_76_61	2188
89_76_68	1871
89_76_84	183
89_76_85	1803
89_76_90	1619
89_77_21	2229
89_77_31	2523
89_77_45	0
89_77_48	23124
89_77_60	240
89_77_77	0
89_77_92	0
89_78_04	541
89_78_38	4195
89_78_65	581
89_78_79	1190
89_78_90	1130
89_79_70	0
89_80_09	1417
89_80_20	2093
89_80_23	2750
89_80_24	1434
89_80_50	2596
89_80_73	448
89_80_86	2234
89_81_28	1192
89_81_39	0
89_81_54	1953
89_81_62	1968
89_81_63	0
89_81_87	1457
89_81_93	857
89_81_96	33
89_82_48	2520
89_82_71	1386
89_82_78	49
89_82_88	2258
89_82_93	835
89_83_31	896
89_83_59	999
89_83_62	358
89_83_67	814
89_83_82	777
89_83_90	507
89_84_06	351
89_84_65	637
89_85_20	1341
89_85_38	1542
89_85_68	2628
89_85_71	671
89_85_96	1106
89_86_04	0
89_86_08	1460
89_86_16	233
89_86_30	609
89_86_43	422
89_86_48	921
89_86_61	860
89_86_71	2994
89_86_82	967
89_86_83	650
89_86_91	2063
89_86_94	282
89_87_15	5167
89_87_17	1683
89_87_30	2874
89_87_91	3619
89_88_05	10056
89_88_07	320
89_88_16	1241
89_88_17	580
89_88_21	1199
89_88_27	1718
89_88_32	4495
89_88_51	1905
89_88_74	4274
89_89_03	2523
89_89_12	226
89_89_60	436
89_89_63	1517
89_89_71	1201
89_89_72	5931
89_89_79	1398
89_90_09	1362
89_90_39	159
89_90_55	3323
89_90_60	3222
89_90_82	1370
89_90_85	1439
89_90_87	956
89_90_95	2201
89_91_11	5080
89_91_17	574
89_91_27	362
89_91_30	0
89_91_32	4875
89_91_33	614
89_91_36	62
89_91_55	5491
89_91_57	5194
89_91_64	1126
89_91_66	2400
89_91_70	1959
89_91_88	2258
89_91_93	0
89_92_07	870
89_92_25	246
89_92_54	581
89_92_84	0
89_92_92	710
89_93_07	1274
89_93_27	2666
89_93_32	22
89_93_46	1587
89_93_52	2362
89_93_62	1630
89_94_03	185
89_94_13	954
89_94_22	1610
89_94_42	1642
89_94_55	187
89_94_59	664
89_94_63	3377
89_94_66	338
89_94_70	0
89_94_71	385
89_94_75	3932
89_94_82	1354
89_94_87	455
89_94_88	4200
89_94_94	1086
89_95_58	1303
89_95_86	485
90_01_04	1200
90_01_44	554
90_01_54	1150
90_01_60	3717
90_01_91	2193
90_02_37	107
90_02_77	3634
90_03_01	670
90_03_41	238
90_03_48	628
90_03_66	2182
90_03_79	724
90_03_81	1688
90_03_91	282
90_04_06	374
90_04_11	2246
90_04_12	250
90_04_17	0
90_04_42	1561
90_04_50	2521
90_04_52	0
90_04_57	378
90_04_70	225
90_05_03	1448
90_05_26	1313
90_05_37	1813
90_05_63	5292
90_05_83	2627
90_05_88	2074
90_06_12	4891
90_06_36	2760
90_06_40	1555
90_06_46	553
90_06_63	239
90_06_73	4807
90_06_94	0
90_07_16	644
90_07_39	722
90_07_43	2579
90_07_53	1193
90_07_55	4536
90_08_12	921
90_08_14	878
90_08_19	4036
90_08_45	283
90_08_50	905
90_08_52	1019
90_08_95	1662
90_08_96	597
90_09_04	771
90_09_95	827
90_10_03	1566
90_10_16	1281
90_10_21	1100
90_10_25	520
90_10_26	1897
90_10_41	1723
90_10_53	2326
90_10_57	1853
90_10_76	1089
90_10_80	1578
90_10_87	1701
90_11_34	987
90_11_85	1767
90_12_39	1113
90_12_62	1060
90_12_67	2225
90_12_69	432
90_12_80	653
90_12_92	720
90_13_27	673
90_13_46	1614
90_13_47	1360
90_13_52	1447
90_13_65	3535
90_13_94	6023
90_14_29	731
90_14_35	893
90_14_42	2853
90_14_61	0
90_14_65	2418
90_14_70	3464
90_14_91	2507
90_15_03	1092
90_15_73	666
90_15_96	2525
90_16_11	2231
90_16_37	0
90_16_66	665
90_16_71	2857
90_16_81	0
90_16_82	97
90_16_95	2264
90_17_11	1956
90_17_12	665
90_17_25	879
90_17_30	325
90_17_35	1061
90_17_61	1179
90_17_82	0
90_17_88	2524
90_17_94	1049
90_18_03	10921
90_18_16	1241
90_18_28	4174
90_18_46	4085
90_18_75	5403
90_18_87	1450
90_19_09	147
90_19_12	1397
90_19_16	429
90_19_22	1006
90_19_32	1275
90_19_38	1050
90_19_43	1354
90_19_64	7519
90_20_05	625
90_20_11	1506
90_20_14	5066
90_20_17	3053
90_20_35	677
90_20_52	35
90_20_61	5258
90_20_80	2003
90_20_89	2838
90_21_13	616
90_21_23	1561
90_21_64	3200
90_21_78	1044
90_21_79	1208
90_22_11	672
90_22_55	796
90_22_81	1903
90_23_05	1492
90_23_06	835
90_23_41	980
90_23_46	506
90_23_52	546
90_24_24	809
90_24_27	2096
90_24_28	7998
90_24_32	1701
90_24_33	7596
90_24_39	2148
90_24_43	1652
90_24_52	4410
90_24_86	2555
90_25_15	6878
90_25_45	1116
90_25_65	3798
90_25_84	2742
90_26_17	1608
90_26_23	5241
90_26_26	2792
90_26_38	2081
90_26_56	2356
90_26_67	3988
90_27_13	0
90_27_21	2475
90_27_24	999
90_27_43	3940
90_27_47	743
90_27_53	622
90_27_59	3124
90_28_23	586
90_28_33	928
90_28_36	7136
90_28_73	772
90_28_74	1432
90_28_78	2706
90_28_88	1887
90_29_21	1231
90_29_64	64
90_29_67	0
90_29_84	2513
90_29_93	4277
90_30_04	1192
90_30_18	481
90_30_41	2372
90_30_46	1137
90_30_48	3320
90_30_61	377
90_31_04	681
90_31_16	795
90_31_24	1437
90_31_25	1100
90_31_41	876
90_31_55	0
90_31_77	3651
90_31_84	1996
90_31_88	2516
90_31_95	376
90_32_04	637
90_32_49	1664
90_32_65	10538
90_32_83	2673
90_32_92	2160
90_33_07	1886
90_33_14	948
90_33_15	592
90_33_41	1911
90_34_16	1866
90_34_21	46
90_34_35	1464
90_34_46	5254
90_34_72	1851
90_35_05	84
90_35_34	4934
90_35_41	942
90_35_84	774
90_36_03	3688
90_36_04	3818
90_36_15	0
90_36_55	4575
90_36_65	4092
90_36_77	2406
90_36_85	1771
90_37_48	0
90_37_71	1026
90_37_80	1735
90_37_86	893
90_38_04	244
90_38_05	1030
90_38_37	344
90_38_46	995
90_38_51	4068
90_38_76	803
90_38_95	956
90_39_20	1153
90_39_22	1454
90_39_71	2394
90_40_01	2513
90_40_02	3288
90_40_11	2888
90_40_12	3770
90_40_39	1958
90_40_55	2959
90_40_57	2952
90_40_64	2727
90_40_82	1947
90_41_22	1643
90_41_32	1738
90_41_79	1253
90_41_89	1340
90_42_34	76
90_42_37	4843
90_42_43	42
90_42_47	1218
90_42_62	1546
90_43_09	5817
90_43_19	182
90_43_54	516
90_44_27	1897
90_44_55	4478
90_44_71	0
90_45_05	1387
90_45_23	1317
90_45_40	0
90_45_44	792
90_45_68	768
90_45_74	1073
90_45_76	2313
90_45_77	641
90_46_36	1104
90_46_68	1035
90_46_90	1271
90_47_22	911
90_47_30	1337
90_47_52	3009
90_47_69	1663
90_48_02	269
90_48_21	1522
90_48_33	845
90_48_49	1884
90_48_60	763
90_48_73	862
90_48_88	2635
90_49_14	287
90_49_24	538
90_49_25	0
90_49_29	1406
90_49_37	1939
90_49_40	496
90_49_61	1034
90_50_03	4163
90_50_12	1363
90_50_20	1081
90_50_46	3154
90_50_57	416
90_50_87	2907
90_50_94	87
90_51_03	3295
90_51_07	762
90_51_50	892
90_51_51	6320
90_51_54	0
90_51_70	1701
90_51_86	295
90_51_94	7967
90_52_05	6667
90_52_18	0
90_52_34	593
90_52_36	1992
90_52_70	438
90_52_74	3125
90_53_09	541
90_53_19	904
90_53_33	1320
90_53_40	0
90_53_51	1749
90_53_61	1599
90_53_63	1883
90_53_77	0
90_53_79	11520
90_53_80	2899
90_54_03	11793
90_54_15	1152
90_54_21	206
90_54_49	114
90_54_51	2587
90_54_80	1143
90_54_87	105
90_54_94	3231
90_55_11	5872
90_55_13	302
90_55_27	1350
90_55_62	0
90_55_88	1199
90_56_15	0
90_56_21	2085
90_56_40	3759
90_56_47	1023
90_57_06	5816
90_57_12	9034
90_57_31	1251
90_57_42	1357
90_57_64	1339
90_57_69	902
90_57_73	3210
90_57_78	9589
90_57_85	2525
90_57_91	29
90_58_17	1176
90_58_42	1600
90_58_49	0
90_58_74	1870
90_58_75	1230
90_59_22	20
90_59_53	413
90_59_61	2698
90_59_76	1886
90_59_89	379
90_60_59	0
90_60_90	549
90_60_95	888
90_61_21	2672
90_61_83	0
90_61_91	591
90_62_06	3765
90_62_34	3783
90_62_80	4239
90_63_12	4702
90_63_36	3384
90_63_46	1675
90_63_52	8792
90_63_88	10154
90_64_04	7130
90_64_09	2250
90_64_28	1303
90_64_43	912
90_65_05	1328
90_65_10	0
90_65_14	1728
90_65_34	1277
90_65_37	526
90_65_44	0
90_65_47	1220
90_66_02	435
90_66_49	4137
90_67_17	2898
90_67_32	2389
90_67_63	2318
90_67_82	1375
90_67_88	868
90_67_90	305
90_67_94	3969
90_68_01	6436
90_68_53	1311
90_68_75	3212
90_68_88	4228
90_69_20	1655
90_69_63	3995
90_69_89	898
90_70_01	1596
90_70_16	982
90_70_32	1252
90_70_49	7317
90_70_77	1046
90_70_87	871
90_71_35	980
90_71_83	1209
90_71_84	973
90_71_95	3318
90_72_23	4033
90_72_26	2561
90_72_43	4337
90_72_47	0
90_72_70	1405
90_72_85	2201
90_73_15	3520
90_73_36	2697
90_73_45	450
90_73_54	1862
90_73_55	1694
90_74_08	669
90_74_44	1650
90_74_50	1223
90_74_62	1002
90_75_25	1182
90_75_30	5511
90_75_39	4399
90_75_51	1629
90_75_54	1527
