bc_wells	mread_count
11_33_41	4341
11_33_52	1786
11_33_53	662
11_34_02	2441
11_34_25	0
11_34_49	48
11_34_63	0
11_34_82	4455
11_34_83	3177
11_34_86	3431
11_35_07	2498
11_35_14	38
11_35_31	3214
11_35_48	947
11_35_51	1406
11_35_68	4708
11_35_90	5766
11_35_96	634
11_36_01	0
11_36_07	4875
11_36_15	12278
11_36_36	0
11_36_50	0
11_36_77	1202
11_36_93	3518
11_37_38	271
11_38_09	771
11_38_20	1692
11_38_25	1043
11_38_33	233
11_38_60	3924
11_38_64	1450
11_38_91	1284
11_39_04	3345
11_39_42	222
11_39_52	6616
11_39_54	2770
11_39_65	4030
11_39_73	2452
11_39_83	0
11_40_07	60
11_40_37	1440
11_40_43	1756
11_40_69	6788
11_41_09	725
11_41_17	2964
11_41_50	1651
11_41_77	3499
11_41_95	6363
11_41_96	911
11_42_11	2279
11_42_12	730
11_42_26	707
11_42_28	841
11_42_54	0
11_42_59	2981
11_42_80	0
11_42_86	714
11_43_17	0
11_43_29	2930
11_44_10	2785
11_44_27	1433
11_44_47	0
11_44_48	0
11_44_50	1822
11_44_82	1509
11_45_13	596
11_45_20	0
11_45_26	1161
11_45_41	892
11_46_01	1375
11_46_15	2376
11_46_66	1952
11_46_80	1503
11_46_94	1581
11_47_04	1705
11_47_20	5706
11_47_25	2617
11_47_53	2649
11_47_73	1249
11_48_09	1790
11_48_12	2926
11_48_18	2499
11_48_24	0
11_48_72	2471
11_49_25	334
11_49_30	791
11_49_51	566
11_49_63	3756
11_49_94	673
11_49_95	872
11_50_24	1345
11_50_37	3575
11_50_50	2098
11_50_71	552
11_51_17	2759
11_51_18	3271
11_51_84	688
11_51_89	1043
11_52_31	1145
11_52_71	1316
11_52_74	2774
11_53_01	624
11_53_06	1495
11_53_28	9045
11_53_39	859
11_54_45	920
11_54_50	3139
11_55_08	535
11_55_33	75
11_55_38	1519
11_55_39	894
11_55_41	1409
11_55_48	1252
11_55_52	484
11_56_01	5661
11_56_07	1921
11_56_08	2326
11_56_12	0
11_56_19	2063
11_56_37	3409
11_56_73	1191
11_57_34	2519
11_57_40	4720
11_57_80	7773
11_57_95	2103
11_58_11	4454
11_58_16	484
11_58_23	1112
11_58_26	1088
11_58_61	4707
11_58_83	5147
11_58_89	11823
11_59_03	1368
11_59_26	3115
11_59_53	493
11_59_54	2226
11_59_75	1938
11_59_96	3420
11_60_21	905
11_60_54	4672
11_60_78	1709
11_61_01	1293
11_61_07	1367
11_61_08	5220
11_61_36	1670
11_61_39	4101
11_61_44	2743
11_61_51	1277
11_61_52	1019
11_61_88	40
11_61_92	2519
11_62_05	971
11_62_08	4755
11_62_18	2856
11_62_26	3462
11_62_28	1439
11_62_40	1030
11_62_61	2728
11_62_68	1180
11_63_06	892
11_63_10	2364
11_63_16	3049
11_63_21	1315
11_63_22	1925
11_63_25	776
11_63_44	1252
11_63_79	2756
11_63_82	1542
11_63_89	1643
11_64_23	987
11_64_25	0
11_64_40	875
11_64_61	7332
11_64_79	2861
11_64_82	3331
11_64_85	165
11_64_89	1069
11_64_92	1605
11_65_01	792
11_65_11	1014
11_65_14	0
11_65_15	7473
11_65_19	4381
11_65_20	1096
11_65_21	1326
11_65_23	6557
11_65_34	1048
11_65_39	21
11_65_52	3470
11_65_63	3179
11_65_69	3556
11_65_76	6731
11_65_86	8825
11_65_88	3167
11_65_89	762
11_66_18	567
11_66_43	3794
11_66_51	21
11_66_59	9602
11_66_86	3204
11_66_90	3813
11_66_92	4033
11_66_95	1455
11_67_11	1913
11_67_13	2061
11_67_14	2114
11_67_25	1303
11_67_32	456
11_67_35	1990
11_67_50	0
11_67_53	1704
11_67_66	2583
11_67_70	1407
11_67_76	0
11_68_05	219
11_68_38	119
11_68_58	633
11_68_59	1726
11_68_77	0
11_68_88	1039
11_68_95	1834
11_69_47	526
11_69_92	3620
11_70_05	3197
11_70_15	1987
11_70_21	6365
11_70_25	460
11_70_28	5411
11_70_39	39
11_70_45	0
11_70_75	0
11_70_88	1983
11_70_89	3825
11_71_29	3765
11_71_34	853
11_71_54	1097
11_71_70	0
11_71_89	2772
11_71_93	1101
11_72_26	4772
11_72_34	5731
11_72_50	6755
11_72_73	681
11_72_83	11400
11_73_12	5836
11_73_35	1112
11_73_56	1852
11_73_87	1987
11_74_04	1204
11_74_84	0
11_75_01	567
11_75_02	243
11_75_18	1089
11_75_71	1320
11_75_83	2447
11_75_90	2340
11_75_93	6185
11_76_29	1707
11_76_38	1853
11_77_18	724
11_77_23	2258
11_77_45	288
11_77_89	2306
11_78_22	541
11_78_30	1351
11_78_65	545
11_78_68	1219
11_78_84	610
11_79_12	1718
11_79_24	4438
11_79_28	0
11_79_35	1229
11_79_36	647
11_79_53	710
11_79_61	5315
11_79_77	5889
11_79_83	3324
11_79_94	1657
11_80_22	1659
11_80_25	1763
11_80_60	333
11_80_66	1797
11_81_05	2944
11_81_07	6733
11_81_13	2620
11_81_14	2185
11_81_16	4109
11_81_26	880
11_81_32	4477
11_81_45	3879
11_81_53	8282
11_81_54	2525
11_81_55	1450
11_81_80	2354
11_81_83	4351
11_81_89	7688
11_82_10	2288
11_82_15	5622
11_82_28	95
11_82_68	2682
11_82_71	4975
11_83_30	661
11_83_37	1869
11_83_38	198
11_83_53	369
11_83_79	624
11_83_90	204
11_84_03	2177
11_84_12	2117
11_84_33	374
11_84_36	1859
11_84_54	1581
11_84_83	1782
11_85_07	4051
11_85_23	832
11_85_40	1593
11_85_54	660
11_85_62	730
11_85_90	961
11_86_06	1897
11_86_30	145
11_86_33	1076
11_86_37	975
11_86_82	8265
11_86_86	2925
11_86_88	54
11_87_16	453
11_87_31	1131
11_87_32	1279
11_87_45	3076
11_87_51	1043
11_87_71	2097
11_87_81	12072
11_87_87	6112
11_88_10	5586
11_88_18	2196
11_88_27	6119
11_88_31	726
11_88_32	492
11_88_39	5182
11_88_42	23
11_88_48	2406
11_88_81	1669
11_88_90	1074
11_88_94	1156
11_89_02	1690
11_89_23	1690
11_89_67	339
11_89_72	1038
11_89_79	3390
11_89_86	1525
11_89_88	423
11_89_96	0
11_90_08	389
11_90_14	1607
11_90_30	3181
11_90_40	2864
11_90_46	653
11_90_47	3867
11_90_87	10212
11_91_49	3758
11_91_57	4400
11_91_58	1853
11_91_70	589
11_91_77	2162
11_91_79	376
11_92_02	607
11_92_22	434
11_92_34	756
11_92_49	0
11_92_91	0
11_93_04	2318
11_93_45	0
11_93_49	0
11_93_78	928
11_93_86	1199
11_94_03	0
11_94_05	1011
11_94_06	3284
11_94_07	4268
11_94_09	1011
11_94_14	740
11_94_15	3116
11_94_23	2834
11_94_28	1284
11_94_31	1143
11_94_44	1146
11_94_57	885
11_94_80	497
11_94_83	1870
11_94_95	2199
11_96_16	1359
11_96_20	592
12_01_08	695
12_01_10	2906
12_01_39	3091
12_01_46	341
12_01_48	774
12_01_51	7723
12_01_53	2169
12_01_61	1549
12_01_66	83
12_01_74	1633
12_01_75	2885
12_01_82	4763
12_02_10	343
12_02_12	1188
12_02_16	1371
12_02_63	3030
12_02_65	995
12_02_82	652
12_02_83	443
12_02_92	1312
12_03_01	159
12_03_06	839
12_03_28	921
12_03_50	444
12_03_73	254
12_04_39	1999
12_04_41	713
12_04_45	994
12_05_14	375
12_05_15	325
12_05_26	1369
12_05_49	298
12_05_50	0
12_05_55	605
12_05_66	277
12_05_73	1013
12_05_93	809
12_06_01	709
12_06_13	0
12_06_16	2213
12_06_19	2864
12_06_28	3183
12_06_34	1290
12_06_40	491
12_06_52	1436
12_06_83	1748
12_07_06	1842
12_07_33	596
12_07_76	1603
12_07_81	1166
12_07_84	574
12_07_91	1124
12_08_13	637
12_08_31	3335
12_08_33	0
12_08_37	6410
12_08_49	1493
12_08_71	1013
12_08_89	712
12_09_07	403
12_09_17	226
12_09_36	507
12_09_65	727
12_09_70	361
12_09_72	0
12_10_11	1816
12_10_27	1897
12_10_39	905
12_10_56	1335
12_10_88	2102
12_11_05	289
12_11_11	1530
12_11_64	987
12_11_70	873
12_12_16	2781
12_12_26	1632
12_13_27	1271
12_13_34	1385
12_13_36	2853
12_13_40	3650
12_13_47	7788
12_13_68	2593
12_13_71	4419
12_13_85	3354
12_13_93	15582
12_13_94	1565
12_14_45	1143
12_14_51	3535
12_14_54	3547
12_14_73	2420
12_14_84	159
12_15_08	3626
12_15_12	353
12_15_68	0
12_15_73	2536
12_16_15	2082
12_16_25	1197
12_16_38	968
12_17_02	607
12_17_07	1270
12_17_12	2276
12_17_22	570
12_17_25	173
12_17_46	915
12_17_57	65
12_17_61	657
12_18_12	2200
12_18_20	10498
12_18_29	4074
12_18_43	1091
12_18_50	0
12_18_66	4516
12_19_05	889
12_19_12	911
12_19_19	1509
12_19_27	0
12_19_31	2412
12_19_45	1200
12_19_46	2645
12_20_01	1288
12_20_23	3492
12_20_39	2286
12_20_50	590
12_21_03	50
12_21_05	161
12_21_46	225
12_21_69	0
12_21_72	2186
12_21_77	588
12_21_87	477
12_21_89	337
12_22_13	852
12_22_22	1387
12_22_23	1681
12_22_61	3733
12_22_96	285
12_23_16	1179
12_23_87	463
12_24_06	6218
12_24_17	0
12_24_19	1429
12_24_41	1806
12_24_91	1469
12_25_05	1664
12_25_07	1340
12_25_16	1098
12_25_40	972
12_25_42	533
12_25_48	803
12_25_81	1001
12_26_04	1584
12_26_12	745
12_26_25	921
12_26_26	1050
12_26_30	0
12_26_32	3134
12_27_09	1825
12_27_10	2322
12_27_11	3743
12_27_20	1816
12_27_29	2844
12_27_70	174
12_27_83	1079
12_28_13	2195
12_28_53	2906
12_28_64	1674
12_28_71	1536
12_28_83	601
12_29_09	422
12_29_18	1220
12_29_35	3321
12_29_37	0
12_29_57	2676
12_29_67	759
12_29_81	0
12_30_04	3412
12_30_49	0
12_30_66	451
12_30_79	0
12_30_81	3540
12_30_86	111
12_31_34	1475
12_31_81	2108
12_32_12	1693
12_32_38	2595
12_32_39	0
12_32_80	1315
12_32_96	142
12_33_05	3062
12_33_14	16440
12_33_15	2063
12_33_16	736
12_33_49	16340
12_33_50	1674
12_33_73	1396
12_33_84	1662
12_34_03	619
12_34_05	3096
12_34_54	995
12_34_77	4326
12_34_87	2613
12_34_92	1634
12_35_50	562
12_35_56	6747
12_35_61	1493
12_35_65	3003
12_35_67	1436
12_35_81	1608
12_35_90	793
12_36_03	0
12_36_36	2093
12_36_49	1204
12_37_07	209
12_37_15	548
12_37_46	607
12_37_47	396
12_37_54	0
12_37_57	554
12_37_64	1081
12_37_81	571
12_38_12	705
12_38_36	970
12_38_43	1182
12_38_45	253
12_38_71	532
12_38_75	764
12_39_37	2901
12_39_44	4198
12_39_47	42
12_39_77	1797
12_39_84	2050
12_40_04	12235
12_40_07	10536
12_40_12	1629
12_40_20	1227
12_40_40	44
12_40_46	2021
12_40_50	2230
12_40_52	2148
12_40_80	1192
12_40_89	2280
12_40_91	2465
12_41_20	4092
12_41_23	1498
12_41_24	393
12_41_28	1387
12_41_55	505
12_41_57	682
12_41_66	1855
12_41_67	561
12_42_04	2812
12_42_07	922
12_42_17	0
12_42_21	2211
12_42_23	1761
12_42_24	7446
12_42_26	668
12_42_40	1130
12_42_52	1525
12_42_58	3732
12_42_64	2115
12_43_10	593
12_43_22	375
12_43_24	1526
12_43_37	730
12_43_43	431
12_43_81	0
12_43_87	184
12_44_12	1335
12_44_15	428
12_44_23	930
12_44_26	0
12_44_28	3484
12_44_36	51
12_44_44	2815
12_44_65	1679
12_44_82	2590
12_45_05	4436
12_45_10	1941
12_45_14	4836
12_45_62	2116
12_46_29	197
12_46_49	1291
12_46_60	1979
12_46_74	4486
12_46_77	178
12_46_84	882
12_46_92	3886
12_47_06	3797
12_47_23	583
12_47_39	4841
12_47_49	1490
12_47_56	1517
12_47_74	399
12_47_82	412
12_47_90	2712
12_48_03	441
12_48_05	2825
12_48_22	2079
12_48_26	932
12_48_31	0
12_48_42	702
12_48_43	599
12_48_45	0
12_48_64	828
12_48_83	194
12_48_87	1070
12_49_16	1212
12_49_33	238
12_49_47	1244
12_49_66	1297
12_49_95	889
12_50_02	41
12_50_30	1427
12_50_36	1194
12_50_41	2132
12_50_83	815
12_50_90	1294
12_51_05	562
12_51_08	833
12_51_19	1908
12_51_23	5487
12_51_45	536
12_51_61	469
12_51_75	746
12_51_85	0
12_52_43	617
12_52_65	895
12_52_75	3100
12_53_33	19
12_53_41	68
12_53_43	1726
12_53_53	2661
12_53_77	4192
12_53_89	681
12_54_52	550
12_54_66	226
12_54_79	4512
12_55_20	104
12_55_31	731
12_55_35	668
12_55_40	672
12_55_57	497
12_55_59	132
12_55_71	665
12_56_20	1622
12_56_28	1768
12_56_38	2850
12_56_41	3478
12_56_54	1321
12_56_66	1597
12_57_19	1307
12_57_27	1758
12_57_37	3444
12_57_58	2743
12_57_59	6846
12_57_78	1787
12_58_42	713
12_58_43	1898
12_58_78	876
12_58_82	687
12_59_05	1078
12_59_11	724
12_59_18	1805
12_59_27	1869
12_59_61	0
12_59_68	4463
12_60_04	216
12_60_12	36
12_60_17	470
12_60_26	129
12_60_48	307
12_60_55	134
12_60_64	2750
12_60_70	0
12_61_12	816
12_61_47	2013
12_61_52	353
12_61_61	2130
12_61_81	2494
12_62_05	1135
12_62_31	2890
12_62_48	412
12_62_68	7078
12_62_79	781
12_63_02	0
12_63_12	4145
12_63_23	2825
12_63_25	3775
12_63_37	0
12_63_57	2439
12_63_61	7441
12_63_84	2151
12_63_95	4205
12_64_08	1059
12_64_15	3930
12_64_16	5536
12_64_62	2698
12_65_14	2467
12_65_26	1561
12_65_29	6275
12_65_37	761
12_65_43	907
12_65_62	395
12_65_66	7721
12_65_75	3525
12_65_78	1806
12_65_83	530
12_65_89	1419
12_66_01	2306
12_66_06	1039
12_66_15	1903
12_66_54	2264
12_66_59	850
12_66_62	0
12_66_81	83
12_66_88	1843
12_67_08	1600
12_67_26	1053
12_67_89	0
12_68_62	227
12_68_74	1564
12_68_92	2465
12_68_95	3545
12_69_18	1916
12_69_38	2575
12_69_41	1580
12_69_53	1268
12_69_95	545
12_70_06	2401
12_70_18	894
12_70_30	843
12_71_04	2438
12_71_37	1305
12_71_58	1569
12_71_72	571
12_72_23	1751
12_73_04	691
12_73_05	894
12_73_25	1831
12_73_38	0
12_73_64	1435
12_73_76	1595
12_73_88	10597
12_73_91	3242
12_74_02	247
12_74_11	0
12_74_12	1572
12_74_22	207
12_74_43	1120
12_74_73	111
12_74_84	1180
12_75_10	4110
12_75_24	229
12_75_37	1481
12_75_58	613
12_75_95	238
12_76_08	0
12_76_13	2650
12_76_15	1164
12_76_26	500
12_76_29	6459
12_76_30	462
12_76_32	292
12_76_65	974
12_77_05	23
12_77_23	0
12_77_33	178
12_77_43	0
12_77_45	0
12_77_63	0
12_77_75	1153
12_77_95	535
12_78_15	603
12_78_16	19
12_78_21	4439
12_78_27	1019
12_78_82	387
12_78_83	0
12_78_93	293
12_78_94	252
12_79_17	3726
12_79_29	2933
12_79_45	1186
12_79_64	3022
12_79_75	1728
12_79_76	5346
12_79_77	259
12_79_88	863
12_79_96	2497
12_80_76	654
12_80_86	3406
12_81_20	1657
12_81_54	893
12_81_55	2251
12_81_58	2815
12_81_84	1714
12_82_15	1798
12_82_41	1609
12_82_44	1034
12_82_68	745
12_82_73	1687
12_83_23	1134
12_83_25	308
12_83_35	469
12_83_62	294
12_83_67	3118
12_83_69	504
12_83_78	339
12_84_06	523
12_84_08	2033
12_84_12	0
12_84_25	75
12_84_62	1017
12_85_02	600
12_85_10	3317
12_85_12	5113
12_85_19	1355
12_85_29	4716
12_85_79	1421
12_85_91	5915
12_86_03	3536
12_86_13	2417
12_86_36	869
12_86_41	775
12_86_43	16
12_86_54	1973
12_86_62	11197
12_86_63	215
12_86_71	0
12_87_12	0
12_87_77	86
12_87_81	4786
12_87_87	1816
12_87_95	471
12_88_37	7960
12_88_42	724
12_88_43	4163
12_88_54	546
12_88_70	0
12_88_75	1244
12_88_84	648
12_89_03	335
12_89_21	599
12_89_22	686
12_89_31	1592
12_89_32	353
12_89_41	244
12_89_65	703
12_89_68	240
12_89_69	1302
12_89_90	1279
12_90_52	650
12_90_73	151
12_90_78	3567
12_90_91	6698
12_91_19	832
12_91_25	628
12_91_34	4079
12_91_40	1664
12_91_42	661
12_91_55	3674
12_91_76	0
12_91_83	314
12_91_93	388
12_92_18	670
12_92_31	517
12_92_44	3919
12_92_49	183
12_92_69	10770
12_92_76	1247
12_92_85	2916
12_92_91	907
12_92_92	3174
12_92_95	2003
12_92_96	1134
12_93_01	154
12_93_15	3364
12_93_16	372
12_93_29	998
12_93_69	1550
12_93_80	438
12_94_01	318
12_94_05	1022
12_94_06	826
12_94_16	551
12_94_52	535
12_94_66	0
12_94_71	609
12_94_72	503
12_94_73	0
12_94_81	3321
12_94_85	89
12_94_88	2866
12_94_94	64
12_95_03	1461
12_95_04	628
12_95_39	724
13_01_13	2689
13_02_19	1293
13_02_54	605
13_02_85	3974
13_03_01	225
13_03_07	942
13_03_11	592
13_03_28	563
13_03_56	1863
13_03_74	1151
13_03_81	3029
13_03_88	2480
13_04_04	1349
13_04_15	327
13_04_20	552
13_04_29	724
13_05_10	780
13_05_13	1306
13_05_24	207
13_05_39	638
13_05_66	2844
13_05_75	867
13_06_05	1337
13_06_15	11380
13_06_89	2369
13_07_38	2239
13_07_50	2758
13_07_69	2911
13_07_78	3873
13_07_86	5782
13_07_90	11771
13_08_16	765
13_08_52	5915
13_08_62	2498
13_08_76	4531
13_08_81	1936
13_08_89	0
13_08_91	1780
13_09_31	2673
13_09_54	979
13_09_61	871
13_09_65	4560
13_09_74	1232
13_09_80	455
13_09_83	1364
13_09_90	3098
13_10_18	2902
13_10_47	4432
13_10_74	5087
13_11_02	528
13_11_12	1061
13_11_15	334
13_11_40	1838
13_11_80	840
13_12_21	2502
13_12_56	1087
13_12_61	1063
13_12_76	2111
13_12_86	784
13_13_13	1769
13_13_49	5694
13_13_65	6405
13_13_70	1155
13_13_86	4539
13_13_88	2907
13_13_95	3915
13_14_01	635
13_14_03	1485
13_14_06	40
13_14_15	1255
13_14_18	3221
13_14_31	147
13_14_32	4707
13_14_61	4339
13_14_94	1029
13_15_13	707
13_15_26	1278
13_15_47	775
13_15_54	2020
13_15_91	789
13_16_06	695
13_16_37	0
13_16_50	357
13_16_87	492
13_17_01	340
13_17_28	4546
13_17_33	2265
13_17_38	1950
13_17_42	715
13_17_47	1376
13_18_28	3536
13_18_34	0
13_18_66	5056
13_18_68	495
13_18_86	0
13_18_91	865
13_19_26	0
13_19_72	620
13_19_75	715
13_20_08	2088
13_20_30	947
13_20_41	1672
13_20_88	2489
13_21_13	6998
13_21_55	375
13_21_59	421
13_22_25	747
13_22_29	1221
13_22_54	3137
13_22_82	0
13_23_32	860
13_23_43	1330
13_23_56	1040
13_23_85	1298
13_24_01	573
13_24_36	1616
13_24_42	1200
13_24_67	2189
13_24_79	5071
13_24_87	1854
13_25_35	2029
13_25_65	8765
13_25_76	1270
13_26_09	1038
13_26_13	2190
13_26_23	1283
13_26_24	838
13_26_32	9472
13_26_49	35425
13_26_58	8140
13_26_60	2068
13_26_68	5299
13_26_73	2595
13_26_74	2549
13_27_13	2785
13_27_15	4295
13_27_45	4004
13_27_49	2320
13_27_63	752
13_27_96	1250
13_28_23	20203
13_28_52	2240
13_28_55	1954
13_28_72	0
13_28_75	1923
13_29_16	804
13_29_58	1074
13_29_68	2213
13_29_75	0
13_29_79	3740
13_30_11	1860
13_30_12	1357
13_30_24	1011
13_30_77	738
13_30_86	0
13_30_93	0
13_31_22	3084
13_31_39	1501
13_31_81	409
13_31_93	1461
13_32_33	4802
13_32_87	0
13_33_07	4617
13_33_15	0
13_33_33	727
13_33_34	6675
13_33_51	1000
13_33_54	27
13_33_69	346
13_33_77	1364
13_33_90	5023
13_33_91	4468
13_34_41	1358
13_34_51	1366
13_34_65	159
13_34_84	5963
13_35_42	6994
13_35_43	7696
13_35_50	8259
13_35_54	1911
13_35_69	2488
13_36_02	484
13_36_18	11328
13_36_38	4717
13_36_43	2058
13_36_87	4653
13_36_88	2088
13_37_33	992
13_37_46	2876
13_37_60	422
13_37_84	1284
13_38_20	580
13_38_32	3597
13_38_58	1773
13_39_10	914
13_39_17	0
13_39_61	0
13_39_83	2208
13_39_89	751
13_39_92	0
13_40_05	4732
13_40_12	1440
13_40_16	5377
13_40_35	2814
13_41_07	1441
13_41_30	3212
13_41_54	1062
13_41_91	3248
13_42_13	1936
13_42_17	4311
13_42_27	4810
13_42_46	1710
13_42_92	2877
13_43_31	3990
13_43_34	7749
13_43_47	2402
13_43_54	824
13_43_62	1382
13_43_71	744
13_43_75	326
13_44_39	1692
13_44_54	1709
13_44_88	675
13_45_13	6421
13_45_30	2175
13_45_63	741
13_45_73	2365
13_46_39	1445
13_47_17	1198
13_47_28	3485
13_47_33	429
13_47_54	1933
13_47_67	1546
13_47_76	1005
13_48_17	1238
13_48_27	3693
13_48_78	2336
13_48_86	1630
13_48_89	1589
13_48_90	1620
13_49_12	1934
13_49_14	225
13_49_49	0
13_49_54	1855
13_50_27	2752
13_50_35	2515
13_50_71	419
13_51_02	1257
13_51_26	750
13_51_42	3380
13_51_53	2754
13_51_55	449
13_52_05	2837
13_52_33	1488
13_52_36	349
13_52_69	2198
13_53_10	697
13_53_21	2221
13_53_37	380
13_53_42	2845
13_54_08	8528
13_54_13	2032
13_54_50	3321
13_54_58	2130
13_54_73	3515
13_54_74	2989
13_54_80	5941
13_54_81	5486
13_56_25	1951
13_56_43	2282
13_56_55	8417
13_56_75	5775
13_56_77	4381
13_57_07	2500
13_57_20	524
13_57_57	1891
13_57_62	1543
13_57_83	279
13_57_95	8143
13_58_49	4003
13_58_53	2611
13_58_65	0
13_59_05	5656
13_59_29	5833
13_59_39	5308
13_59_45	2073
13_59_62	48
13_59_81	794
13_59_83	3648
13_59_85	1909
13_60_46	244
13_60_48	1659
13_60_57	1406
13_60_70	919
13_60_77	3937
13_60_78	1427
13_60_85	0
13_60_93	3728
13_61_08	5837
13_61_26	1961
13_61_70	1194
13_62_02	1011
13_62_06	8007
13_62_26	2001
13_62_36	2921
13_62_37	8259
13_62_39	5360
13_62_46	2631
13_62_70	274
13_62_73	4283
13_62_82	953
13_62_88	493
13_63_01	947
13_63_12	5461
13_63_22	4775
13_63_82	989
13_64_10	12103
13_64_53	3517
13_64_65	1416
13_65_46	3759
13_65_50	5798
13_65_73	100
13_65_75	6183
13_65_96	7670
13_66_06	560
13_66_31	726
13_66_66	753
13_67_03	1893
13_67_22	9511
13_67_24	6748
13_67_38	1396
13_67_39	1388
13_67_53	49
13_67_56	1602
13_67_63	5222
13_67_64	1441
13_67_90	908
13_67_91	2277
13_68_20	2691
13_68_37	2056
13_69_60	1842
13_69_79	1832
13_70_17	1170
13_70_61	951
13_71_05	647
13_71_20	851
13_71_23	620
13_71_29	1400
13_71_61	981
13_71_66	641
13_71_87	126
13_71_88	2282
13_72_03	2479
13_72_41	5960
13_72_68	4065
13_72_69	1186
13_72_79	1384
13_72_87	159
13_72_95	15563
13_73_16	1233
13_73_30	3135
13_73_91	243
13_74_31	5037
13_74_40	146
13_74_43	2229
13_74_54	1039
13_74_77	798
13_74_79	1173
13_74_84	0
13_74_89	0
13_75_22	2899
13_75_35	4990
13_75_45	3770
13_75_60	973
13_75_75	4229
13_76_23	976
13_76_31	0
13_76_83	920
13_77_06	1198
13_77_27	933
13_77_34	1352
13_77_69	0
13_77_78	1189
13_77_82	1593
13_78_10	0
13_78_20	353
13_78_29	2324
13_78_36	287
13_78_59	251
13_78_63	27
13_78_68	4108
13_79_12	2117
13_79_16	2400
13_79_44	1872
13_79_74	2464
13_79_82	1784
13_79_95	3979
13_80_25	4114
13_80_33	740
13_80_49	2873
13_80_52	8523
13_80_61	1189
13_80_76	970
13_80_84	608
13_81_16	2147
13_81_49	6539
13_81_56	1992
13_82_01	9682
13_82_17	1315
13_82_26	1455
13_82_28	1833
13_82_32	2073
13_82_33	1678
13_82_38	1353
13_82_40	0
13_82_58	452
13_82_75	12656
13_82_78	1560
13_82_79	1321
13_83_10	2491
13_83_20	324
13_83_79	1647
13_84_23	1974
13_84_38	0
13_84_43	1411
13_84_47	327
13_84_65	5358
13_84_73	1971
13_84_82	454
13_84_95	664
13_85_05	9639
13_85_07	6054
13_85_33	4900
13_85_57	1024
13_85_58	4430
13_85_65	78
13_85_76	1238
13_86_40	730
13_86_54	0
13_86_61	854
13_86_71	1256
13_86_78	1866
13_86_85	704
13_87_04	1575
13_87_16	3188
13_87_62	3268
13_87_96	1838
13_88_01	4554
13_88_18	387
13_88_20	1325
13_88_36	10653
13_88_45	1109
13_88_48	3567
13_88_50	1500
13_88_79	1289
13_88_88	1047
13_89_02	4347
13_89_08	1565
13_89_28	2079
13_89_29	1174
13_89_45	2082
13_89_53	2661
13_89_82	911
13_89_88	8223
13_90_25	207
13_90_32	0
13_90_72	460
13_90_75	3444
13_90_86	0
13_91_01	1419
13_91_20	1001
13_91_34	4969
13_91_35	3868
13_91_65	0
13_91_79	464
13_92_02	0
13_92_04	838
13_92_23	309
13_92_33	4958
13_92_35	2798
13_92_58	2571
13_92_64	5938
13_92_72	1650
13_92_73	1824
13_92_83	12393
13_93_57	1773
13_93_84	337
13_94_06	813
13_94_10	284
13_94_14	1402
13_94_18	672
13_94_25	1073
13_94_27	4057
13_94_33	469
13_94_35	0
13_94_37	1399
13_94_48	7000
13_94_63	3571
13_94_65	1020
13_94_73	232
13_94_77	463
13_94_82	495
13_95_05	890
13_95_82	759
13_96_03	2635
13_96_96	986
14_01_36	7968
14_01_45	308
14_01_46	859
14_01_72	3149
14_01_84	138
14_01_94	1179
14_02_24	2791
14_02_31	1763
14_02_43	292
14_02_45	785
14_02_49	972
14_02_51	3546
14_02_60	1988
14_02_64	909
14_02_68	5670
14_02_84	305
14_02_91	2130
14_02_93	3350
14_02_96	842
14_03_25	601
14_03_27	2022
14_03_80	248
14_04_08	514
14_04_17	1099
14_04_22	619
14_04_27	0
14_04_36	3076
14_04_62	2175
14_04_65	3275
14_04_85	1782
14_05_32	1095
14_05_33	1451
14_05_52	3060
14_05_56	3387
14_05_81	2177
14_05_83	4836
14_05_86	2218
14_05_87	1527
14_05_90	2709
14_06_07	0
14_06_12	5681
14_06_23	2508
14_06_25	1571
14_06_29	12919
14_06_34	10135
14_06_43	1074
14_06_54	3224
14_06_65	1164
14_06_66	26
14_06_68	2285
14_06_75	4284
14_06_85	3915
14_06_93	919
14_06_96	21
14_07_09	1633
14_07_17	1553
14_07_46	484
14_07_53	875
14_07_56	4574
14_07_60	0
14_07_82	2798
14_08_62	1207
14_08_70	443
14_08_89	0
14_09_30	0
14_09_37	500
14_09_70	687
14_09_96	1375
14_10_12	793
14_10_25	2399
14_10_27	967
14_10_59	837
14_10_62	699
14_10_85	2627
14_11_71	205
14_12_15	703
14_12_17	453
14_12_24	2335
14_12_73	3957
14_12_92	2604
14_13_07	769
14_13_41	2537
14_14_37	4940
14_14_51	703
14_14_71	5128
14_14_78	2571
14_15_25	827
14_15_30	0
14_15_39	0
14_15_65	876
14_16_08	857
14_16_13	0
14_16_21	1793
14_16_28	3035
14_16_35	1668
14_16_44	1074
14_16_46	1750
14_16_61	3625
14_16_63	812
14_16_73	3370
14_16_75	3060
14_16_86	544
14_16_91	488
14_16_92	3819
14_16_94	1572
14_17_02	1531
14_17_05	370
14_17_12	548
14_17_22	3080
14_17_24	1756
14_17_38	98
14_17_50	6143
14_17_92	0
14_18_06	3115
14_18_25	10159
14_18_48	6803
14_18_86	7280
14_18_90	1642
14_18_95	9519
14_19_15	857
14_19_28	574
14_19_36	609
14_19_56	4447
14_19_61	500
14_19_65	4008
